Tag	Tag File Name	Seq	Folder	Title	Author
written word	written-word.html	3	quotes	A continuous effort to make sense of things	Robert Darnton
written word	written-word.html	3	quotes	The Enormous Extension of our Being	C. S. Lewis
written word	written-word.html	3	quotes	Ignorant and Free	Thomas Jefferson
written word	written-word.html	3	quotes	Myth-Makers	Kurt Vonnegut
written word	written-word.html	3	quotes	The only sensible procedure for a critic	W. H. Auden
written word	written-word.html	3	quotes	The Only Sign of Mental Activity	Margery Allingham
written word	written-word.html	3	quotes	Politics and the Debasement of Language	George Orwell
written word	written-word.html	3	quotes	Symbolic Language	David Christian
written word	written-word.html	3	quotes	Television mesmerizes people	Eric Braverman
written word	written-word.html	3	quotes	Terrible with raisins in it	Dorothy Parker
written word	written-word.html	3	quotes	That Magical Honeycomb of Words	Tom Robbins
written word	written-word.html	3	quotes	Unarmed Truth and Unconditional Love	Martin Luther King Jr.
written word	written-word.html	3	quotes	We Need a Place to Stand	John Bacon and Ed Zeiders
written word	written-word.html	3	quotes	When I get a little money I buy books	Desiderius Erasmus
